distrito_nro,escuela_nro,escuela,direccion,circuito_nro,seccion_nro,localidad,desde,hasta,cant_mesas,latitud,longitud
2,10762,INST.ARGENTINO FAMILIA ESCUELA,VIRGENES 3057,635,61,GREGORIO DE LAFERRERE,1827,1836,10,,
2,10538,INSTITUTO EDUCATIVO SIGLO XXI,VIRGENES 2755,635,61,GREGORIO DE LAFERRERE,1821,1826,6,,
2,6134,INSTITUTO ROSARIO V.PEÑALOZA,PITA MARIA 3240,635,61,GREGORIO DE LAFERRERE,1680,1683,4,,
2,6163,COLEGIO HOGAR SAN MAURICIO,LUCIANO TORRENT 1095,635A,61,GONZALEZ CATAN,2069,2080,12,,
2,6154,COLEGIO SANTO TOMAS DE AQUINO,AV.LASALLE 2650,635A,61,GONZALEZ CATAN,1975,1982,8,,
2,6159,ESCUELA EP N°11,MAESTRA CONCEPCION VALLE 498,635A,61,GONZALEZ CATAN,2038,2048,11,,
2,6166,ESCUELA EP N°110,COBO 3632,635A,61,GONZALEZ CATAN,2106,2118,13,,
2,6148,ESCUELA EP N°124/ES N°123,AZUL 3535,635A,61,GONZALEZ CATAN,1923,1936,14,,
2,6162,ESCUELA EP N°125/ES N°74,JUAN BUSTOS 5904,635A,61,GONZALEZ CATAN,2059,2068,10,,
2,6155,ESCUELA EP N°127,LEON LARRE 1410,635A,61,GONZALEZ CATAN,1983,1993,11,,
2,6152,ESCUELA EP N°128,BARRIO SAN ENRIQUE - CALLE TUNUYAN 950,635A,61,GONZALEZ CATAN,1950,1959,10,,
2,6150,ESCUELA EP N°129,SIMON PEREZ 4486,635A,61,GONZALEZ CATAN,1937,1949,13,,
2,6164,ESCUELA EP N°133,ANTEQUERA 4150,635A,61,GONZALEZ CATAN,2081,2093,13,,
2,28663,ESCUELA EP N°178/ES N°173,MANUEL ARIAS 5500,635A,61,GONZALEZ CATAN,2131,2143,13,,
2,30104,ESCUELA EP N°197,ALAGON E/RIGLOS Y CESPEDES S/N,635A,61,GONZALEZ CATAN,2172,2180,9,,
2,30128,ESCUELA EP N°214,RIGLOS 4866,635A,61,GONZALEZ CATAN,2187,2196,10,,
2,6160,ESCUELA EP N°40,LLANDERAS 1050,635A,61,GONZALEZ CATAN,2049,2058,10,,
2,6149,ESCUELA EP N°41,LIBRES 475,635A,61,GONZALEZ CATAN,2094,2105,12,,
2,6157,ESCUELA EP N°77,MONTGOLFIER 6720,635A,61,GONZALEZ CATAN,2009,2017,9,,
2,6158,ESCUELA EP N°95/ES N°67,ACHIRA 6685,635A,61,GONZALEZ CATAN,2024,2037,14,,
2,6156,ESCUELA ES N°22,CAXARAVILLE 645,635A,61,GONZALEZ CATAN,1999,2008,10,,
2,6153,ESCUELA ES N°43,BARRIENTOS 4109,635A,61,GONZALEZ CATAN,1960,1974,15,,
2,30105,ESCUELA ES N°51,ATALCO 4551,635A,61,GONZALEZ CATAN,2181,2186,6,,
2,13799,ESCUELA ES N°66,EQUIZA 5296,635A,61,GONZALEZ CATAN,1994,1998,5,,
2,28661,ESCUELA NTRA.SRA.DEL HOGAR,CONDE 5615,635A,61,GONZALEZ CATAN,2119,2130,12,,
2,28872,ESCUELA RAMON LISTA,NEWBERY JORGE 5335,635A,61,GONZALEZ CATAN,2156,2161,6,,
2,13809,EXTENSION I ESCUELA ES N°51,ARIAS 4274,635A,61,GONZALEZ CATAN,2018,2023,6,,
2,28664,INSTITUTO D.F.SARMIENTO,SENGUEL 7349,635A,61,GONZALEZ CATAN,2144,2155,12,,
2,28662,INSTITUTO GONZALEZ CATAN,SIMON PEREZ 6053,635A,61,GONZALEZ CATAN,2169,2171,3,,
2,28660,INSTITUTO JOSE L.LARRE,CASTAÐARES 4265,635A,61,GONZALEZ CATAN,2162,2168,7,,
2,6178,COLEGIO CRISTO REY,LOPEZ MAY 3304,635B,61,GREGORIO DE LAFERRERE,2262,2270,9,,
2,28946,ESCUELA EDUC. MEDIA N° 3,LURO 6669,635B,61,GREGORIO DE LAFERRERE,2440,2446,7,,
2,6177,ESCUELA EP N°107/ES N°41,OLEGARIO ANDRADE 6639,635B,61,GREGORIO DE LAFERRERE,2252,2261,10,,
2,28943,ESCUELA EP N°111/ES N°155,RUIZ DE LOS LLANOS 3608,635B,61,GREGORIO DE LAFERRERE,2422,2431,10,,
2,12630,ESCUELA EP N°112/ ES N°160,SALVIGNY 6100,635B,61,GREGORIO DE LAFERRERE,2300,2304,5,,
2,6188,ESCUELA EP N°136/ES N°143,CARCARAÑA 5459,635B,61,GREGORIO DE LAFERRERE,2368,2374,7,,
2,6182,ESCUELA EP N°156/ES N°159,RAMON FREIRE 2219,635B,61,GREGORIO DE LAFERRERE,2309,2318,10,,
2,29427,ESCUELA EP N°160/ES N°156,SOBERANIA NACIONAL 3908,635B,61,GREGORIO DE LAFERRERE,2470,2479,10,,
2,12628,ESCUELA EP N°163,DA VINCI 7200,635B,61,GREGORIO DE LAFERRERE,2385,2394,10,,
2,6187,ESCUELA EP N°167/ES N°103,VICTOR MARTINEZ 1815,635B,61,GREGORIO DE LAFERRERE,2358,2367,10,,
2,6179,ESCUELA EP N°181,TRES CRUCES 5419,635B,61,GREGORIO DE LAFERRERE,2271,2280,10,,
2,29452,ESCUELA EP N°183/ES N°108,RECUERO 6510,635B,61,GREGORIO DE LAFERRERE,2496,2503,8,,
2,6172,ESCUELA EP N°19,MÑOR.LOPEZ MAY 3250,635B,61,GREGORIO DE LAFERRERE,2197,2209,13,,
2,10401,ESCUELA EP N°28/ESB N°88,RUTA 3 KM.28 Y EL RESERO,635B,61,GREGORIO DE LAFERRERE,2405,2413,9,,
2,29428,ESCUELA EP N°32,SALVIGNY 7925,635B,61,GREGORIO DE LAFERRERE,2488,2495,8,,
2,6185,ESCUELA EP N°56,REAÑO 6814 B°LA LOMA,635B,61,GREGORIO DE LAFERRERE,2329,2338,10,,
2,6181,ESCUELA EP N°68,SANTA ROSA 6300,635B,61,GREGORIO DE LAFERRERE,2290,2299,10,,
2,6184,ESCUELA EP N°69/ESB N°167,VENTURA BOSCH 2170,635B,61,GREGORIO DE LAFERRERE,2319,2328,10,,
2,28665,ESCUELA EP N°70,JAMACARU 6802,635B,61,GREGORIO DE LAFERRERE,2432,2439,8,,
2,6174,ESCUELA EP N°75,INCA 2993,635B,61,GREGORIO DE LAFERRERE,2218,2227,10,,
2,6175,ESCUELA EP N°83,SOLDADO SOSA 4697,635B,61,GREGORIO DE LAFERRERE,2228,2236,9,,
2,6176,ESCUELA EP N°84/ES N°150,A.PAREJA 2102,635B,61,GREGORIO DE LAFERRERE,2242,2251,10,,
2,30083,ESCUELA ES N°119,NEWBERY JORGE 2071,635B,61,GREGORIO DE LAFERRERE,2414,2421,8,,
2,29426,ESCUELA ES N°135,ZELADA 2511,635B,61,GREGORIO DE LAFERRERE,2466,2469,4,,
2,13838,ESCUELA ES N°144,J.NEWBERY 2966,635B,61,GREGORIO DE LAFERRERE,2349,2357,9,,
2,13849,ESCUELA ES N°158,RUIZ DE LOS LLANOS 2118,635B,61,GREGORIO DE LAFERRERE,2237,2241,5,,
2,28945,ESCUELA ES N°16,MAGNASCO 1916,635B,61,GREGORIO DE LAFERRERE,2447,2455,9,,
2,6189,ESCUELA ES N°23,STA.CATALINA 5909,635B,61,GREGORIO DE LAFERRERE,2375,2384,10,,
2,6190,ESCUELA ES N°28,J.CRUZ VARELA 4658,635B,61,GREGORIO DE LAFERRERE,2395,2404,10,,
2,10474,ESCUELA EST N°7,SANTA ROSA 5496,635B,61,GREGORIO DE LAFERRERE,2339,2348,10,,
2,6180,ESCUELA PALACIOS,VICTOR MARTINEZ 1955,635B,61,GREGORIO DE LAFERRERE,2281,2289,9,,
2,29105,INSTITUTO ALFONSINA STORNI,MARTIN ZAPATA 6873,635B,61,GREGORIO DE LAFERRERE,2456,2465,10,,
2,30150,INSTITUTO ANTONIO MACHADO,JUAN CRUZ VARELA 3088,635B,61,GREGORIO DE LAFERRERE,2480,2487,8,,
2,6173,INSTITUTO MADRE LUISA CLARAC,ECHEVERRIA 6009,635B,61,GREGORIO DE LAFERRERE,2210,2217,8,,
2,13853,JARDIN DE INFANTES N°987,ZELADA Y JAMACURU,635B,61,GREGORIO DE LAFERRERE,2305,2308,4,,
2,13861,ESCUELA EP N°105,BARRIENTOS 6711,635C,61,LOS CEIBOS,2553,2558,6,,
2,6194,ESCUELA EP N°119,ACHUPALLAS 5891,635C,61,GONZALEZ CATAN,2528,2535,8,,
2,6195,ESCUELA EP N°121/SB N°125,PAREJA 7053,635C,61,GONZALEZ CATAN,2536,2544,9,,
2,6197,ESCUELA EP N°122,LEOPARDI 7239,635C,61,GONZALEZ CATAN,2559,2565,7,,
2,6193,ESCUELA EP N°134/ES N°102,MURGUIONDO 6001,635C,61,GONZALEZ CATAN,2517,2527,11,,
2,10454,ESCUELA EP N°161/ES N° 30 ANEXO,PUERTO ARGENTINO 7337,635C,61,GONZALEZ CATAN,2566,2577,12,,
2,6192,ESCUELA EP N°165,ACHUPALLAS 6255,635C,61,GONZALEZ CATAN,2504,2516,13,,
2,30165,ESCUELA EP N°199/ES N°62,DONIZZETI 7116,635C,61,LOS CEIBOS,2649,2660,12,,
2,10455,ESCUELA EP N°204,DUNGENES 816,635C,61,GONZALEZ CATAN,2630,2638,9,,
2,6198,ESCUELA EP N°31,BALBOA 7028,635C,61,GONZALEZ CATAN,2578,2589,12,,
2,6196,ESCUELA EP N°46,MÐOR.LOPEZ MAY 6002,635C,61,GONZALEZ CATAN,2545,2552,8,,
2,13860,ESCUELA ES N°12,BARRAGAN 6774,635C,61,LOS CEIBOS,2639,2648,10,,
2,10452,ESCUELA ES N°27,VARELA 6451,635C,61,GONZALEZ CATAN,2608,2618,11,,
2,10453,ESCUELA ES N°30,SIMON PEREZ Y LAZARO DE VENIALBO,635C,61,GONZALEZ CATAN,2619,2629,11,,
2,6200,ESCUELA EST N°14,BARILOCHE 6615,635C,61,GONZALEZ CATAN,2596,2607,12,,
2,6199,INSTITUTO JESUS M.PLAZA,BENJAMIN MATIENZO 6255,635C,61,GONZALEZ CATAN,2590,2595,6,,
2,6203,ESCUELA EP N°130/ES N°116,CAÐUELAS 3074,635D,61,VIRREY DEL PINO,2669,2676,8,,
2,6206,ESCUELA EP N°145,CONCORDIA N° 7918,635D,61,VIRREY DEL PINO,2694,2703,10,,
2,6205,ESCUELA EP N°148,CIRILO CORREA N° 7108,635D,61,VIRREY DEL PINO,2685,2693,9,,
2,10055,ESCUELA EP N°194,ISRAEL Y CAÐUELAS,635D,61,VIRREY DEL PINO,2736,2747,12,,
2,10056,ESCUELA EP N°202,VILLARROEL 1950,635D,61,VIRREY DEL PINO,2714,2723,10,,
2,13881,ESCUELA EP N°210,SOLOM 2218,635D,61,VIRREY DEL PINO,2748,2757,10,,
2,10052,ESCUELA EP N°66/ES N°97,EL NARANJO 7220,635D,61,VIRREY DEL PINO,2704,2713,10,,
2,6204,ESCUELA EP N°76/ ES N°114,HORTIGUERA 6981,635D,61,VIRREY DEL PINO,2677,2684,8,,
2,10053,ESCUELA EP N°88,SAN IGNACIO 5897,635D,61,VIRREY DEL PINO,2724,2735,12,,
2,10057,ESCUELA ES N°15,CORREA Y GIRARDOT,635D,61,VIRREY DEL PINO,2661,2668,8,,
2,13887,ESCUELA ES N°73,ESPERANZA 5780,635D,61,VIRREY DEL PINO,2758,2763,6,,
2,30183,ESCUELA ES N°77,ARECO 5868,635D,61,VIRREY DEL PINO,2774,2782,9,,
2,28897,INSTITUTO JOSE DE SAN MARTIN,RUTA 3 Y QUERANDIES-KM.42,635D,61,VIRREY DEL PINO,2764,2773,10,,
2,6211,ESCUELA EP N°103,H.WAST N° 318,635E,61,VIRREY DEL PINO,2805,2816,12,,
2,10987,ESCUELA EP N°108,M.GARCIA N° 7997,635E,61,VIRREY DEL PINO,2853,2858,6,,
2,30194,ESCUELA EP N°126/E.ESTETICA N°3,SANTIAGO DEL ESTERO 2637,635E,61,VIRREY DEL PINO,2900,2907,8,,
2,10989,ESCUELA EP N°144/ES N°174,BUERAS N° 8530,635E,61,VIRREY DEL PINO,2871,2881,11,,
2,6209,ESCUELA EP N°157,AV.CALIFORNIA N° 8305,635E,61,VIRREY DEL PINO,2783,2792,10,,
2,30199,ESCUELA EP N°179,EL DORADO 1200,635E,61,VIRREY DEL PINO,2908,2912,5,,
2,10990,ESCUELA EP N°198/ES N°158,CUENCA N° 8071,635E,61,VIRREY DEL PINO,2882,2892,11,,
2,10991,ESCUELA EP N°208/ES N°168,APENINOS N° 520,635E,61,VIRREY DEL PINO,2817,2827,11,,
2,6212,ESCUELA EP N°57/ES N°163,J.ESTIVAO Y SAN LUIS,635E,61,VIRREY DEL PINO,2828,2839,12,,
2,6210,ESCUELA EP N°67/ES N°120,MALTA 1562,635E,61,VIRREY DEL PINO,2793,2804,12,,
2,10988,ESCUELA ES N°50,CURUMALAL 8050,635E,61,VIRREY DEL PINO,2859,2870,12,,
2,13909,ESCUELA ES N°78,CAÑADA DE GOMEZ 3345,635E,61,VIRREY DEL PINO,2893,2899,7,,
2,6214,ESCUELA ES N°9,DOMINGO CASTRO 8333,635E,61,VIRREY DEL PINO,2849,2852,4,,
2,13901,ESCUELA ES N°91,MANZANARES 1671,635E,61,VIRREY DEL PINO,2840,2848,9,,
2,10879,ESCUELA EP N°33/ES N°59,CONDOR 1452,635F,61,SAN JUSTO,2913,2915,6,,
2,6219,CENTRO DE EDUC. N °11,ONCATIVO 713,259,62,GERLI,23,25,3,,
2,6218,COLEGIO LA ASUNCION,PTE.SARMIENTO 468,259,62,GERLI,11,22,12,,
2,6216,ESCUELA EP N°23,BOLAÑOS 820,259,62,GERLI,1,8,8,,
2,6220,JARDIN DE INFANTES N°922,BOLAÑOS 850,259,62,GERLI,26,27,2,,
2,6217,SOC.DE FOMENTO VILLA ANGELICA,RCA.DEL LIBANO 363,259,62,GERLI,9,10,2,,
2,6223,ESCUELA EP N°1,EVA PERON 2412,260,62,VILLA OBRERA,28,38,11,,
2,6226,ESCUELA EP N°10/ES N°49,A.FRANCE 1660,260,62,VILLA GENERAL PAZ,63,71,9,,
2,6228,ESCUELA EP N°18,MADARIAGA 1960,260,62,REMEDIOS DE ESCALADA,83,88,6,,
2,6227,ESCUELA EP N°22/ES N°31,RAUL ALFONSIN N° 1758,260,62,GERLI,72,82,11,,
2,6230,ESCUELA EP N°27,GRAL.FERRE 2180,260,62,LANUS ESTE,107,114,8,,
2,6231,ESCUELA EP N°58,PERGAMINO Y BOUCHARD,260,62,LANUS ESTE,115,120,6,,
2,6224,ESCUELA EP N°6/ES N°28,ITUZAINGO 1762,260,62,VILLA GENERAL PAZ,46,52,7,,
2,6225,ESCUELA EP N°7,CTE.MAMBERTI 1217,260,62,VILLA SARMIENTO (DUP-NO USAR),56,62,7,,
2,6229,ESCUELA ES N°2,AV.9 DE JULIO 1788,260,62,VILLA GENERAL PAZ,95,106,12,,
2,15544,ESCUELA ES N°22,PERGAMINO Y EVA PERON N°1460,260,62,VILLA OBRERA,121,126,6,,
2,6235,ESCUELA ES N°3,ITUZAINGO 1769/70,260,62,VILLA GENERAL PAZ,89,94,6,,
2,11379,ESCUELA ES N°7,JUNCAL 2436,260,62,LANUS ESTE,53,55,3,,
2,6232,INSTITUTO SANTO CRISTO,PERGAMINO 1749,260,62,REMEDIOS DE ESCALADA,39,45,7,,
2,29468,COLEGIO .BENITO QUINQUELA MARTIN,HEROES DE MALVINAS 1938,261,62,LANUS ESTE,220,225,6,,
2,10489,COLEGIO DEL MONTE,9 DE JULIO 3831,261,62,MONTE CHINGOLO,214,219,6,,
2,6246,COLEGIO JACARANDA,GRAL.PICO 537,261,62,LANUS ESTE,189,194,6,,
2,6245,ESCUELA CRISTO REY,LUJAN 1538,261,62,VILLA OBRERA,185,188,4,,
2,6244,ESCUELA EDUC.ESPECIAL N°507,TUCUMAN 3750,261,62,MONTE CHINGOLO,180,184,5,,
2,6237,ESCUELA EP N°25/ES N°46,GRAL.PICO 2002,261,62,REMEDIOS DE ESCALADA,127,137,11,,
2,6248,ESCUELA EP N°33,PASAJE ROSSI N°3909,261,62,MONTE CHINGOLO,195,196,2,,
2,6243,ESCUELA EP N°34/ESB N°45,EVA PERON 3800,261,62,MONTE CHINGOLO,169,179,11,,
2,10488,ESCUELA EP N°50/ES N°32,POSADAS 319,261,62,LANUS ESTE,197,206,10,,
2,6239,ESCUELA EP N°53,MAURE 3360,261,62,LANUS ESTE,147,158,12,,
2,6238,ESCUELA EP N°62,PICHINCHA N° 3821,261,62,MONTE CHINGOLO,138,146,9,,
2,12251,ESCUELA ES N°20,BURELAS 3353,261,62,LANUS ESTE,159,168,10,,
2,13942,ESCUELA ES N°36,BVARD.DE LOS ITALIANOS 1140,261,62,BARRIO SANTA TERESITA,207,213,7,,
2,28666,CLUB MONTE CHINGOLO,CHORROARIN 1600,262,62,MONTE CHINGOLO,381,382,2,,
2,29348,COLEGIO GUSTAVO ADOLFO BECQUER,BERON DE ASTRADA 4323,262,62,MONTE CHINGOLO,387,391,5,,
2,6266,CTRO.EDUC.COMPLEMENTARIO N°801,DE LA PEÑA 3257,262,62,MONTE CHINGOLO,351,354,4,,
2,6268,ESCUELA EDUC.ESPECIAL N°508,GRAL. PINTO N°4761,262,62,MONTE CHINGOLO,364,368,5,,
2,6260,ESCUELA EP N°30,AGUAPEY 3864,262,62,MONTE CHINGOLO,308,318,11,,
2,6257,ESCUELA EP N°37,DR. KLOOSTERMAN 1757,262,62,MONTE CHINGOLO,288,295,8,,
2,6265,ESCUELA EP N°39/ES N°37,BUERAS 4800,262,62,MONTE CHINGOLO,333,346,14,,
2,6255,ESCUELA EP N°46/ES N°40,BOUCHARD 4491,262,62,MONTE CHINGOLO,257,266,10,,
2,6254,ESCUELA EP N°52,CNEL.PRINGLES 4200,262,62,MONTE CHINGOLO,251,256,6,,
2,6256,ESCUELA EP N°63/ES N°42,YAPEYU 1155,262,62,MONTE CHINGOLO,267,279,13,,
2,6253,ESCUELA EP N°66,CONDARCO 2332,262,62,MONTE CHINGOLO,241,250,10,,
2,29026,ESCUELA ES N°11,CAZON N° 1936,262,62,MONTE CHINGOLO,369,380,12,,
2,32412,ESCUELA ES N°26,RAMON CABRERO ESQ. CONDARCO S/N,262,62,MONTE CHINGOLO,280,287,8,,
2,6267,ESCUELA ES N°5,AGUAPEY 3864,262,62,MONTE CHINGOLO,355,360,6,,
2,12256,ESCUELA ES N°54,CNEL.PRINGLES 4290,262,62,MONTE CHINGOLO,347,350,4,,
2,6251,ESCUELA MEDALLA MILAGROSA,ROMA 4250,262,62,MONTE CHINGOLO,226,231,6,,
2,6258,INSTITUTO 9 DE JULIO,CAVIA 2041,262,62,MONTE CHINGOLO,296,303,8,,
2,6252,INSTITUTO DEL ESP.SANTO(EP/ES),ACHAVAL 3670,262,62,MONTE CHINGOLO,232,240,9,,
2,6259,JARDIN DE INF.NTRA .SRA.DE LA CONSOLACION,RONDEAU 509,262,62,MONTE CHINGOLO,304,307,4,,
2,6264,JARDIN DE INFANTES N°917,CENT.URUGUAYO 2800- MZ.19,262,62,MONTE CHINGOLO,330,332,3,,
2,6263,SOC.DE FOM.VILLA GRAL.URQUIZA,MAURE 4307,262,62,MONTE CHINGOLO,326,329,4,,
2,10060,SOC.DE FOMENTO M.M.GUEMES,MARGARITA WEILD 5309,262,62,MONTE CHINGOLO,361,363,3,,
2,6261,SOC.DE FOMENTO SANTA MARIA,VICTOR HUGO 440,262,62,MONTE CHINGOLO,319,325,7,,
2,29137,SOC.DE FOMENTO VILLA UNION,BVARD.DE LOS ITALIANOS 2452,262,62,MONTE CHINGOLO,383,386,4,,
2,6273,ESCUELA EP N°24,SUIPACHA 3098,263,62,REMEDIOS DE ESCALADA,404,410,7,,
2,6271,ESCUELA EP N°36,VILLA DE LUJAN 2389,263,62,REMEDIOS DE ESCALADA,392,397,6,,
2,6276,ESCUELA EP N°42/ES N°45,ROMA 2757,263,62,REMEDIOS DE ESCALADA,416,425,10,,
2,6277,ESCUELA ES N°8,ARIAS 1935,263,62,REMEDIOS DE ESCALADA,426,439,14,,
2,6274,ESCUELA EST N°3,ACEVEDO 2778,263,62,REMEDIOS DE ESCALADA,411,415,5,,
2,6272,ESCUELA EST N°5,GRAL.ARIAS 1751,263,62,REMEDIOS DE ESCALADA,398,403,6,,
2,6280,ESCUELA EST N°6,AV.H.YRIGOYEN 5982,263,62,REMEDIOS DE ESCALADA,445,452,8,,
2,6278,INST.MODERNO DE EDUC.INTEGRAL,H.YRIGOYEN 5302,263,62,REMEDIOS DE ESCALADA,440,444,5,,
2,14686,ESCUELA CHARLES CHAPLIN,CNEL. BELTRAN 319,264,62,REMEDIOS DE ESCALADA,471,474,4,,
2,6283,ESCUELA EP N°16,DR.MELO 4453,264,62,REMEDIOS DE ESCALADA,453,461,9,,
2,6285,INSTITUTO SAN AGUSTIN,AV.ROSALES 1036,264,62,REMEDIOS DE ESCALADA,466,470,5,,
2,6284,SOC.FOMENT.Y CULT.J.J.ALBERDI,DR.MELO 3951,264,62,REMEDIOS DE ESCALADA,462,465,4,,
2,28667,COL.PQUIAL.DR.P.I.DE CASTRO BARROS,M.CASTRO 1061,265,62,REMEDIOS DE ESCALADA,532,535,4,,
2,6299,ESCUELA .ES N°10,AV.ROSALES 1132,265,62,REMEDIOS DE ESCALADA,541,546,6,,
2,6292,ESCUELA EP N°43,DON ORIONE 1251,265,62,REMEDIOS DE ESCALADA,508,516,9,,
2,6289,ESCUELA EP N°44,CASTRO 644,265,62,REMEDIOS DE ESCALADA,475,484,10,,
2,6290,ESCUELA EP N°45,M.AVELLANEDA 1253,265,62,REMEDIOS DE ESCALADA,485,490,6,,
2,6293,ESCUELA EP N°74,LOS PATOS 4140,265,62,REMEDIOS DE ESCALADA,517,525,9,,
2,14705,ESCUELA ES N°27,TIMOTE 3859,265,62,REMEDIOS DE ESCALADA,536,540,5,,
2,6291,ESCUELA ES N°39/EP N°40,VILLEGAS 363,265,62,REMEDIOS DE ESCALADA,491,501,11,,
2,14699,ESCUELA ES N°44,3 DE FEBRERO 4127,265,62,REMEDIOS DE ESCALADA,502,507,6,,
2,6297,INSTITUTO SAN AGUSTIN(ES),PASTOR FERREYRA 3339,265,62,REMEDIOS DE ESCALADA,526,531,6,,
2,6302,ESCUELA EP N°21,COLOMBIA 1153,271,62,GERLI,555,563,9,,
2,6304,ESCUELA EP N°38,JEAN JAURES 1502,271,62,GERLI,564,572,9,,
2,6301,ESCUELA EP N°8/ESB N°29,BOUCHARD 370,271,62,GERLI,547,554,8,,
2,6305,ESCUELA EST N°8,JEAN JAURES 749,271,62,GERLI,573,580,8,,
2,11588,JARDIN DE INFANTES N°910,ALFREDO PALACIOS 711,271,62,GERLI,581,582,2,,
2,6309,ESCUELA EP N°13/ES N°33,R.DE ESCALADA 4231,272,62,VALENTIN ALSINA,606,613,8,,
2,6315,ESCUELA EP N°2,RIVADAVIA 151,272,62,VALENTIN ALSINA,601,605,5,,
2,6307,ESCUELA EP N°20/ES N°1,JOSE I.RUCCI 958,272,62,VALENTIN ALSINA,583,591,9,,
2,6308,ESCUELA EP N°3/EST N°2,PERON 3018,272,62,VALENTIN ALSINA,592,600,9,,
2,6310,ESCUELA EP N°4/ES N°30,UCRANIA 815,272,62,VALENTIN ALSINA,614,625,12,,
2,6311,ESCUELA PRIV. CULTURAL ARMENIA,CHOELE CHOEL 555,272,62,VALENTIN ALSINA,626,628,3,,
2,6313,INSTITUTO SAN JUAN BAUTISTA,JUAN D.PERON 2998,272,62,VALENTIN ALSINA,629,631,3,,
2,6334,COLEGIO ALEMAN DE LANUS (EP),M.MAZA 2650,273,62,VILLA DIAMANTE,722,724,3,,
2,29098,COLEGIO ALEMAN DE LANUS (ES),GDOR.OLIDEN 2444,273,62,VILLA DIAMANTE,785,787,3,,
2,6326,COLEGIO SAN MIGUEL ARCANGEL,MOLINEDO 2406,273,62,VILLA DIAMANTE,696,699,4,,
2,6329,ESCUELA EP N°49,J.M.MORENO 2608,273,62,LANUS OESTE,715,721,7,,
2,6325,ESCUELA EP N°5,RIVADAVIA 1847,273,62,VALENTIN ALSINA,689,695,7,,
2,28668,ESCUELA EP N°57/ESB N°21,MOLINEDO 1900,273,62,VALENTIN ALSINA,770,781,12,,
2,6332,ESCUELA EP N°59/ESB N°58,YATAY 2850,273,62,LANUS OESTE,744,750,7,,
2,6321,ESCUELA EP N°60/ES N°5,MOLINEDO 3200,273,62,LANUS OESTE,655,664,10,,
2,6324,ESCUELA EP N°64/ESB N°61,FARREL 3334,273,62,LANUS OESTE,679,688,10,,
2,6318,ESCUELA EP N°67/ES N°33 ANEXO,MADERO 1650,273,62,VALENTIN ALSINA,640,644,5,,
2,6320,ESCUELA EP N°70,MURGUIONDO 2221,273,62,VILLA DIAMANTE,648,654,7,,
2,6330,ESCUELA EP N°72/ESB N°62,POTOSI 2651,273,62,VILLA JARDIN,725,729,5,,
2,6333,ESCUELA EP N°77/ESB N°25,VILLEGAS 4551,273,62,VILLA CARAZA,751,762,12,,
2,6327,ESCUELA ES N°12,LINIERS 3225,273,62,VALENTIN ALSINA,700,710,11,,
2,15557,ESCUELA ES N°23,AV RIVADAVIA N°1847,273,62,VALENTIN ALSINA,740,743,4,,
2,6323,ESCUELA ES N°6,WARNES 3493,273,62,VILLA DIAMANTE,670,678,9,,
2,6317,ESCUELA ES N°9,CNEL.EREZCANO 3240,273,62,VALENTIN ALSINA,632,639,8,,
2,11589,"ESCUELA ESPEC.""SAN FRANCISCO""",WARNES 3966,273,62,VILLA JARDIN,711,714,4,,
2,6331,ESCUELA EST N°4,J.M.MORENO 2660,273,62,LANUS OESTE,730,739,10,,
2,28669,ESCUELA SAGRADO CORAZON ALCAL,WARNES 3870,273,62,VILLA JARDIN,782,784,3,,
2,6322,INST.PIZZURNO DE ENS.INTEGRAL,WARNES 3178,273,62,VILLA DIAMANTE,665,669,5,,
2,11591,INST.SAGRADO CORAZON ALCAL,POTOSI 2055,273,62,VALENTIN ALSINA,645,647,3,,
2,10522,INSTITUTO MARIANO MORENO,MURGUIONDO 3237,273,62,LANUS OESTE,763,766,4,,
2,28670,JARDIN DE INFANTES N°921,SAN VLADIMIRO 5462,273,62,LANUS OESTE,767,769,3,,
2,28948,JARDIN DE INFANTES N°926,E.MADERO 1654,273,62,VALENTIN ALSINA,788,789,2,,
2,14910,CENTRO EDUC.N°10,MURATURE 4136,274,62,LANUS OESTE,838,844,7,,
2,6339,CENTRO EDUCATIVO N°7,CORONEL D'ELIA 1369,274,62,VILLA DE LOS INDUSTRIALES,894,898,5,,
2,6343,COLEGIO DEL CASTILLO,YERBAL 4321,274,62,VILLA CARAZA,826,829,4,,
2,6350,COLEGIO JUAN XXIII,HERNANDARIAS 3970,274,62,VILLA CARAZA,882,885,4,,
2,10523,CTRO.EDUC.COMPLEMENTARIO N°802,J.L.SUAREZ 3988,274,62,VILLA CARAZA,899,900,2,,
2,6338,ESCUELA EP N°12/ES N°52,R.DE ESCALADA 1480,274,62,LANUS OESTE,799,808,10,,
2,6354,ESCUELA EP N°26,DEAN FUNES 4436,274,62,VILLA CARAZA,901,908,8,,
2,6353,ESCUELA EP N°32,PILCOMAYO ESQ WARNES N° 2591,274,62,VILLA DIAMANTE,886,893,8,,
2,6347,ESCUELA EP N°35,1° DE MAYO 4171,274,62,VILLA CARAZA,858,867,10,,
2,6340,ESCUELA EP N°48/ES N°34,J.L.SUAREZ 3942,274,62,VILLA CARAZA,809,819,11,,
2,6337,ESCUELA EP N°54/ES N°29,SANTIAGO PLAUL 1832,274,62,VILLA DE LOS INDUSTRIALES,790,798,9,,
2,6346,ESCUELA EP N°56,1° DE MAYO 3640,274,62,LANUS OESTE,845,855,11,,
