Seccion Nro,Seccion Nombre,Circuito Nro,Circuito Nombre,Escuela,Mesas,Desde,Hasta,Electores
1,CAPITAL,11G,PARQUE REPUBLICA,JARDIN TTE. AVILA - ALTO ALEGRE 1.050,2,1917,1918,682
1,CAPITAL,11G,PARQUE REPUBLICA,JORGE LUIS BORGES - ALTO ALEGRE/NAMUNCURA,6,1919,1924,2046
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC GABRIELA MISTRAL - 27 DE ABRIL 5650 B°QUEB LAS ROSAS,10,1925,1934,3320
1,CAPITAL,11H,QUEBRADA LAS ROSAS,ESC REPUBLICA DE VENEZUELA - BOYERO 517 - B°CHATEAU CARRERAS,10,1935,1944,3319
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC MUNIC LUZ VIEYRA MENDEZ - ABEL N DE CHAVEZ RES SAN ROQUE,10,1945,1954,3402
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC MAURO FERNANDEZ - AV ALBARRACIN B°R SAN ROQUE 4.237,9,1955,1963,3060
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,J DE INF MAURO FERNANDEZ - GONZALEZ ALBARRACIN Y R ARIAS RSR,2,1964,1965,680
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,ESC.REPUBLICA DEL ECUADOR - HURTADO DE MENDOZA ESQ PEDRO ACUÑA,9,1966,1974,3060
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,HEROES DE MALVINAS - CNEL MANUEL NAMUNCURA/PETIROSSI,6,1975,1980,2040
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,INST. SEC. JUAN M. E ROSAS - CAMILOTTI ESQ SANTIBAÑEZ,8,1981,1988,2720
1,CAPITAL,11J,SANTA ANA,ESC ROMA - ECHEVERRIA 370 B°ALTO ALBERDI,17,1989,2005,5780
1,CAPITAL,11J,SANTA ANA,ESC LUTERANO CONCORDIA - SANTA ANA 2011 B°ALTO ALBERDI,16,2006,2021,5440
1,CAPITAL,11J,SANTA ANA,COLEGIO SAN JOSE - SOL DE MAYO 726 B° OBRERO,12,2022,2033,4080
1,CAPITAL,11J,SANTA ANA,ESC GENERAL MOSCONI - FERREYRA R 2324 B°OBRERO,6,2034,2039,2039
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC EJERCITO ARGENTINO - LA RIOJA 3453 - B° VILLA SIBURU,8,2040,2047,2752
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC E BAQUERO LASCANO - HUMBERTO 1° ESQ IROS VILLA URQUIZA,6,2048,2053,2064
1,CAPITAL,11K,VILLA GRAL URQUIZA,ESC MUNIC JUAN B JUSTO - IGUALDAD 4100 VILLA URQUIZA,6,2054,2059,2064
1,CAPITAL,11K,VILLA GRAL URQUIZA,COL MADRE PAULA MONTAL - HUMBTO PRIMO Y FALUCHO V URQUIZA,6,2060,2065,2064
1,CAPITAL,11K,VILLA GRAL URQUIZA,IPEM 318 COMBATE DE LA TABLADA - LA TABLADA 4.861,6,2066,2071,2060
1,CAPITAL,11L,COUNTRYS DEL OESTE,INST.MARIA DE NAZARET - LOS ALAMOS (B° LA RUFINA) 1.111,8,2072,2079,2576
1,CAPITAL,11M,VALLE ESCONDIDO,ESC.S TURISMO Y HOT.M.PACHECO - AV.CARCANO (PREDIO FERIAR) 3.590,7,2080,2086,2310
1,CAPITAL,11M,VALLE ESCONDIDO,INSTITUTO VILLADA,5,2087,2091,1650
1,CAPITAL,12,AVELLANEDA,ESC JUAN XXIII - BENAVIDEZ Y CANESA - B°N AVELLANEDA,12,2092,2103,4020
1,CAPITAL,12,AVELLANEDA,ESC CONSTANCIO C VIGIL - J.LLERENA 5561 - B° SAN LORENZO,8,2104,2111,2679
1,CAPITAL,12,AVELLANEDA,ESC MUNIC OSCAR SOTO LOPEZ - LOS ALGARROBOS/ESPINILLOS,6,2112,2117,2004
1,CAPITAL,12A,CARCANO,ESC.PROF.M.LUCIANI - 11 DE SEPTIEMBRE ESQ. CALLE 2CARCANO 4.400,8,2118,2125,2752
1,CAPITAL,12A,CARCANO,ESC.MA.DEL TRANSITO CABANILLAS - CNO.SAN ANDRES/RUIZ HUIDOBRO,8,2126,2133,2745
1,CAPITAL,12B,COLON,ESC RUBEN DARIO - LA CORUÑA Y MONSERRAT B°CRISOL,13,2134,2146,4459
1,CAPITAL,12B,COLON,INST NTRA SRA DEL SGDO CORAZON - REVOLUCION DE MAYO 1476 B°COLON,17,2147,2163,5826
1,CAPITAL,12B,COLON,ESC BARTOLOME HIDALGO - TEJEDOR 1958 B°SARMIENTO,7,2164,2170,2394
1,CAPITAL,12B,COLON,ESC JUAN LARREA - LUIS BRAILE 2273 B°SARMIENTO,8,2171,2178,2736
1,CAPITAL,12B,COLON,ESC HILARIO ASCASUBI - LUCIO V.MANSILLA ESQ. CADIZ,10,2179,2188,3420
1,CAPITAL,12B,COLON,INST MANUEL BELGRANO - LUIS BRAILE 2384 B°SARMIENTO,8,2189,2196,2736
1,CAPITAL,12B,COLON,ESC DR LUIS A CAEIRO - ORTIZ Y HERRERA 1932 B°CRISOL N,4,2197,2200,1368
1,CAPITAL,12C,CORONEL OLMEDO,ESC CORONEL OLMEDO - ALTOLAGUIRRE B°CNEL OLMEDO 4.060,14,2201,2214,4524
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MONSEÑOR M DE ANDREA - 17 DE JULIO 380 B°FVRO MITRE,10,2215,2224,3430
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC PEDRO GOYENA - PJE GUASTONI 3472 B° BRIG S MARTIN,13,2225,2237,4459
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNICIPAL DR A SABATTINI - DIEGO DE PACHECO 4.900,8,2238,2245,2744
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DR ARTURO H ILLIA - CHIRINO DE POSADAS ESQ.MAGUNA 4.600,8,2246,2253,2740
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC MUNIC DOMINGO F SARMIENTO - MANZANA 63. B° 23 DE ABRIL(CNOINTERF,7,2254,2260,2394
1,CAPITAL,12D,JOSE IGNACIO DIAZ,CENTRO EDUC.ING.REGINO M.MADER - CHIRINO DE POSADAS 5400 B°S.FELIPE,8,2261,2268,2736
1,CAPITAL,12D,JOSE IGNACIO DIAZ,POETA OSCAR GUIÑAZU ALVAREZ - ASTURIAS 3.345,8,2269,2276,2736
1,CAPITAL,12D,JOSE IGNACIO DIAZ,IPEM N° 309 (FUENTEALBA) - CALLE PUBLICA,6,2277,2282,2052
1,CAPITAL,12D,JOSE IGNACIO DIAZ,ESC. MARIA EVA DUARTE - CALLE PUBLICA S/N (CNO 60 CUAD KM3),6,2283,2288,2052
1,CAPITAL,12E,FERREYRA,ESC REPUBLICA DE COSTA RICA - RUTA 9 KM 8 1/2,5,2289,2293,1705
1,CAPITAL,12E,FERREYRA,ESC LIBERTADOR GRAL S MARTIN - SGO MORALES 4400 B°FERREYRA,9,2294,2302,3069
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC E MOLINARI ROMERO - PAMPAYASTA Y RUMIPAL B°PQUE SCARLOS,9,2303,2311,3105
1,CAPITAL,12F,JOSE HERNANDEZ,ESC MUNIC BRIG JUAN I DE S MAR - BRAGADO/TRENQUE LAUQUEN B°J HERNDEZ,7,2312,2318,2415
1,CAPITAL,12F,JOSE HERNANDEZ,ESC GRAL MANUEL BELGRANO - OLAEN Y AMBOY - B° OÑA,11,2319,2329,3795
1,CAPITAL,12F,JOSE HERNANDEZ,ESC EJERCITO ARGENTINO - CASTAÑARES 470 - B°JARDIN DEL PILAR,8,2330,2337,2760
1,CAPITAL,12F,JOSE HERNANDEZ,COL.JOVENES ARGENTINOS - BOTAFOGO 3448 B° J.ESPINOSA,7,2338,2344,2410
1,CAPITAL,12F,JOSE HERNANDEZ,IPEM 167 JOSE MANUEL ESTRADA - B. DE O'HIGGINS 2.656,10,2345,2354,3440
1,CAPITAL,12F,JOSE HERNANDEZ,ESCUELA ADVENTISTA HECTOR RHYS - TANINGA 3.152,5,2355,2359,1720
1,CAPITAL,12G,ITUZAINGO,ESC PRIMARIA CARLOS M DE ALVEA - VUCETICH 6410 B°ITUZAINGO,7,2360,2366,2387
1,CAPITAL,12G,ITUZAINGO,ESC EJERCITO ARGENTINO - STEPHENSON Y FULTON B°ITUZAINGO,14,2367,2380,4761
1,CAPITAL,12G,ITUZAINGO,ESC SECUNDARIA CARLOS M DE ALV - FARADAY 5721 B°LOS EUCALIPTUS,6,2381,2386,2040
1,CAPITAL,12G,ITUZAINGO,ESC DR IGNACIO DUARTE QUIROS - FARADAY 5.168,4,2387,2390,1360
1,CAPITAL,12H,LOS CERVECEROS,ESC MADRE TERESA DE CALCUTA - PALAMARA 2.900,8,2391,2398,2688
1,CAPITAL,12H,LOS CERVECEROS,ESC RAUL A FERREYRA - PUBLICA S/N -ALTURA AV O'HIGGINS 3.500,8,2399,2406,2688
1,CAPITAL,12H,LOS CERVECEROS,ESC JOSE M ESTRADA - AV B DE O'HIGGINS KM 8 1/2,6,2407,2412,2016
1,CAPITAL,12H,LOS CERVECEROS,J DE INF RAUL A.FERREYRA - B DE O'HIGGINS 3500 B°S.E.P,3,2413,2415,1008
1,CAPITAL,12H,LOS CERVECEROS,ESC.DR.NICOLAS AVELLANEDA - CNO.S.CARLOS KM. 4 1/2,6,2416,2421,2015
1,CAPITAL,12I,CIUDAD DE MIS SUEÑOS,ESC. PRIMARIA MARIA SALEME - RUTA 9 KM 690,7,2422,2428,2326
1,CAPITAL,13,LEANDRO N. ALEM,ESC PADRE DIEGO DE TORRES - DIAG ICA Y CAMICALTA B°L N ALEM,12,2429,2440,4111
1,CAPITAL,13,LEANDRO N. ALEM,ESC ARISTOBULO DEL VALLE - M DE JAUREGUI 1657 B°L N ALEM,10,2441,2450,3420
1,CAPITAL,13,LEANDRO N. ALEM,ESC ASOCIACION DE MAYO - COLOMPREA 1500 B° ALEM,5,2451,2455,1710
1,CAPITAL,13A,AYACUCHO,ESC HENOCH D AGUIAR - J DE OLMEDO 650 B°LOS GIGANTES,10,2456,2465,3440
1,CAPITAL,13A,AYACUCHO,ESC FRANCISCO A RIZZUTO - FDO DE LESSEPS 140 B°CENTRO AMERICA,13,2466,2478,4464
1,CAPITAL,13A,AYACUCHO,ESC R SANCHEZ DE CALDELARI - ALVAREZ DE LAS CASAS 280   AYACUCHO,10,2479,2488,3430
1,CAPITAL,13A,AYACUCHO,ESC P ALBARRACIN DE SARMIENTO - NERUDA Y ACAMPES B° VILLA AZALAIS,11,2489,2499,3773
1,CAPITAL,13A,AYACUCHO,ESC MUNIC DR P CARANDE CARRO - MARTINEZ PAZ 80 B°CENTRO AMERICA,5,2500,2504,1715
1,CAPITAL,13B,EL GATEADO,ESC FLORENCIO SANCHEZ - RUTA 111 KM 12,1,2505,2505,146
1,CAPITAL,13C,GENERAL BUSTOS,ESC CAPITAL FEDERAL - MAURICIO YADAROLA 653 B°GRAL BUSTOS,11,2506,2516,3718
1,CAPITAL,13C,GENERAL BUSTOS,ESC CRISTO REY - CURA BROCHERO B°GRAL BUSTOS 753,7,2517,2523,2366
1,CAPITAL,13C,GENERAL BUSTOS,ESC ALEJO CARMEN GUZMAN - AUGUSTO LOPEZ 643 B°GRAL BUSTOS,13,2524,2536,4384
1,CAPITAL,13C,GENERAL BUSTOS,COLEGIO HORTUS CONCLUSUS - GIANELLI 500 B°GRAL BUSTOS,10,2537,2546,3370
1,CAPITAL,13D,JARDIN ARENALES,ESC MUNIC J GONZALEZ - CINCO S/N°B°JARDIN ARENALES,8,2547,2554,2553
1,CAPITAL,13E,LA DOROTEA,ESC REPUBLICA DE LA INDIA - CNO MONTE CRISTO KM 5,4,2555,2558,1215
1,CAPITAL,13F,NUEVA ITALIA,ESC MODELO RACING - TREDENTINA B°NUEVA ITALIA 2.160,11,2559,2569,3740
1,CAPITAL,13F,NUEVA ITALIA,ESC SGTO CABRAL - P DE LEDESMA B°PQUE MTE CRISTO 1.755,10,2570,2579,3397
1,CAPITAL,13F,NUEVA ITALIA,CENTRO VECINAL ZONA 111 - TREDENTINA 1945 B°NUEVA ITALIA,2,2580,2581,678
1,CAPITAL,13G,PARQUE LICEO,ESC RICARDO ROJAS - STORNI Y MONTALVO B°LICEO 2DA SECC,14,2582,2595,4760
1,CAPITAL,13G,PARQUE LICEO,ESC ESPIRITU SANTO - ISAAC 4.847,25,2596,2620,8480
1,CAPITAL,13G,PARQUE LICEO,ESC MUNIC GDOR A ZANICHELLI - STORNI S/N B°PQUE LICEO 3RA SECC,7,2621,2627,2373
1,CAPITAL,13G,PARQUE LICEO,ESC. PRIMARIA EVA DUARTE - BARTOLOME HIDALGO 1.140,7,2628,2634,2373
1,CAPITAL,13H,PATRICIOS,ESC JOSE MARIA PAZ - USANDIVARAS 2254 B°PATRICIOS,11,2635,2645,3740
1,CAPITAL,13H,PATRICIOS,COL HIJAS DE MARIA INMACULADA - MADRE BRIGIDA PASTORINO 2.733,15,2646,2660,5095
1,CAPITAL,13H,PATRICIOS,ESC PARROQUIAL SAN ROQUE - USANDIVARAS 2050 VILLA CORINA,8,2661,2668,2712
1,CAPITAL,13H,PATRICIOS,ESC MANUEL BELGRANO - ABRAMO 2545 B°BELGRANO,12,2669,2680,4068
1,CAPITAL,13H,PATRICIOS,ESC MUNIC DR D LATELLA FRIAS - H DE AYOHUMA S/N B°PATRICIOS,5,2681,2685,1695
1,CAPITAL,13I,SAN JORGE,ESC MUNIC JORGE LUIS BORGES - QUINTA SAN JORGE,7,2686,2692,2345
1,CAPITAL,13I,SAN JORGE,ESC MUNIC DR ALFREDO ORGAZ - PUBLICA S/N B°QTAS SAN JORGE II,7,2693,2699,2343
1,CAPITAL,13I,SAN JORGE,ESC MUNIC. MONSEÑOR ANGELELLI - FEDERICO RAUCH 2.790,4,2700,2703,1336
1,CAPITAL,13J,VILLA AZALAIS,ESC A CAPDEVILA/ DR. B HOUSEY - A CAPDEVILA 709 Y BILIBISACATE,11,2704,2714,3762
1,CAPITAL,13J,VILLA AZALAIS,ESC CURA BROCHERO - JAMAICA 967 B°RESID AMERICA,12,2715,2726,4104
1,CAPITAL,13J,VILLA AZALAIS,ESC GDOR H DEL CASTILLO - GELLY Y OBES 3110 VILLA AZALAIS,9,2727,2735,3078
1,CAPITAL,13J,VILLA AZALAIS,ESC PARROQUIAL L STUCCHI BAUDO - NUEVO MUNDO 824 B°RESID AMERICA,11,2736,2746,3753
1,CAPITAL,13J,VILLA AZALAIS,ESC JUSTO PAEZ MOLINA - J MONTAÑO 1350 B° VILLA AZALAIZ,14,2747,2760,4774
1,CAPITAL,13J,VILLA AZALAIS,ESC VICENTE F LOPEZ - TISSERA 1551 B° L N ALEM,15,2761,2775,5115
1,CAPITAL,13J,VILLA AZALAIS,ESC MUNIC J A PAREDES - FCO DEL PRADO 3900 V AZALAIS,8,2776,2783,2728
1,CAPITAL,13J,VILLA AZALAIS,I.P.E.T N° 70 - AV JUAN B JUSTO 4.350,11,2784,2794,3751
1,CAPITAL,13K,VILLA ESQUIU,DR JOSE RAMON IBAÑEZ - CAPDEVILLA KM 9 1/2,7,2795,2801,2110
1,CAPITAL,13L,VILLA GRAN PARQUE,ESC JORGE WASHINGTON ABALOS - CNO J MARIA KM 8 1/2,2,2802,2803,420
1,CAPITAL,13M,CAMINO A COLONIA TIROLESA,ESC OLEGARIO V ANDRADE - CNO SGO DEL ESTERO KM 7 1/2,2,2804,2805,460
1,CAPITAL,13N,YOFRE,ESC DR ANTONIO NORES - JULIO DE VEDIA 2.353,13,2806,2818,4429
1,CAPITAL,13N,YOFRE,ESC MATEO J LUQUE - JACINTO DE ALTOLAGUIRRE B°YOFRE NORT 2.089,9,2819,2827,3060
1,CAPITAL,13O,CHACHAPOYAS,ESC. CARLOS TAGLE ACHAVAL - MANZANA 22 B°CIUDAD DE LOS CUARTETOS,4,2828,2831,1265
1,CAPITAL,14,ARGUELLO,COLEGIO LA SALLE - AV MARTINOLI 3950,14,2832,2845,4662
1,CAPITAL,14,ARGUELLO,COLEGIO DEL CARMEN - RECTA MARTINOLI B°ARGÜELLO,6,2846,2851,1994
1,CAPITAL,14A,ARGUELLO NORTE,ESC BRIG SAN MARTIN - DOMINGO MARIMON/GABRIEL ORTEGA,15,2852,2866,5086
1,CAPITAL,14A,ARGUELLO NORTE,ESC RICARDO NASSIF - MARTIN FERMIN B°ARGÜELLO NORTE,13,2867,2879,4407
1,CAPITAL,14A,ARGUELLO NORTE,ESC HUGO LEONELLI - ALBERTO FAGE/JULIO BEJANELE,10,2880,2889,3390
1,CAPITAL,14A,ARGUELLO NORTE,ESC MARTHA A SALOTTI - PUBLICA S/N IPV SECTOR360ARGÜELLO N,13,2890,2902,4407
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MARTIN DE GÜEMES - MONTUFAR Y CORONADO 7.126,8,2903,2910,2664
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC MUNIC RAUL V MARTINEZ - NILO PECANHA S/N B°QTAS DE ARGÜELLO,8,2911,2918,2660
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC ELISA K DE LIVACK - CUIMAN B°LA SALLE 6.543,6,2919,2924,1992
1,CAPITAL,14C,ARGUELLO SEGUNDO,INST CONCEPCIONISTA LA INMACUL - AV ENRIQUE BODEREAU KM 14,14,2925,2938,4650
1,CAPITAL,14D,CERRO DE LAS ROSAS,ESC INGENIERO VICTOR REE - FDO FADER 3821 B°C DE LAS ROSAS,9,2939,2947,3099
1,CAPITAL,14D,CERRO DE LAS ROSAS,ESC JUAN ZORRILA DE SAN MARTIN - JOSE E BUSTOS 1875 C DE LAS ROSAS,11,2948,2958,3784
1,CAPITAL,14E,CERRO NORTE,ESC MODESTA RODRIGUEZ - HNOS GRIMM 7168 B°UOCRA,5,2959,2963,1703
1,CAPITAL,14E,CERRO NORTE,ESC NIÑAS DE AYOHUMA - VALERIO BETA B°ARGUELLO (N) 7.300,9,2964,2972,3060
1,CAPITAL,14E,CERRO NORTE,ESC GERONIMO GRAGERA - MOLLEYACO/PAYEN,5,2973,2977,1700
1,CAPITAL,14F,GRANJA DE FUNES,ESC DR ALEJANDRO GALLARDO - TRINIDAD ESQ ITALIA B°SILVANO FUNES,11,2978,2988,3688
1,CAPITAL,14F,GRANJA DE FUNES,ESC JAVIER LAZCANO COLODRERO - CARLOS BROGGI S/N° B°ARGÜELLO,9,2989,2997,3015
1,CAPITAL,14G,LOS BOULEVARES,ESC MUNIC ING MASJOAN - 2/TUCUMAN Y MENDOZA LOS BOULEVARES,9,2998,3006,3015
1,CAPITAL,14G,LOS BOULEVARES,ESC JUAN MARIA GUTIERREZ - BV LOS ALEMANES 4.200,9,3007,3015,3007
1,CAPITAL,14G,LOS BOULEVARES,ESC. F. LELOIR - LOS POLACOS 6.072,9,3016,3024,3006
1,CAPITAL,14H,MERCANTIL,ESC ARTEMIO ARAN - PUBLICA ESQ JACINTO YABEN,6,3025,3030,1968
1,CAPITAL,14H,MERCANTIL,ESC MUNIC MAESTRO M OLIVA - REVELTO ESQ TOMASINI B°MERCANTIL,5,3031,3035,1638
1,CAPITAL,14I,SANTA CECILIA,ESC MAESTROS PUNTANOS - CINCO N°25 B°AMPL P LUGONES,7,3036,3042,2402
1,CAPITAL,14I,SANTA CECILIA,ESC MUNIC ARSENIO MURUGARREN - PIZARRO Y GRASS B°SANTA CECILIA,8,3043,3050,2744
1,CAPITAL,14J,URCA,INSTITUTO EMILIO LAMARCA - AV EMILIO LAMARCA 4.245,9,3051,3059,3024
1,CAPITAL,14J,URCA,ESC REPUBLICA DE PANAMA - TRECE BIS   COL   DEL CERRO,7,3060,3066,2352
1,CAPITAL,14J,URCA,ESC REPUBLICA DEL LIBANO - IGARZABAL 1250 B°URCA,8,3067,3074,2687
1,CAPITAL,14K,VILLA ALLENDE PARQUE,ESC MUNIC DR RAUL FERNANDEZ - 12 Y 14 VILLA ALLENDE PQUE,8,3075,3082,2619
1,CAPITAL,14K,VILLA ALLENDE PARQUE,JARDIN MATERNAL TRAVESURAS - MULUCHES S/N,3,3083,3085,981
1,CAPITAL,14L,VILLA BELGRANO,ESC NUEVA JUAN MANTOVANI - AVOGADRO Y GAUSS VILLA BELGRANO,8,3086,3093,2656
1,CAPITAL,14L,VILLA BELGRANO,ESC RICARDO PALMA - D'ALEMBERT Y GAUSS,8,3094,3101,2654
1,CAPITAL,14M,VILLA CENTENARIO,INST   SAUL TABORDA - OB MOSCOSO Y PERALTA 2772 A PALERMO,13,3102,3114,4355
1,CAPITAL,14M,VILLA CENTENARIO,ESC PRIMERA JUNTA - C DE ARREDONDO 4446 B°CENTENARIO,13,3115,3127,4347
1,CAPITAL,14M,VILLA CENTENARIO,ESC LUZ VIEYRA MENDEZ - OB MOSCOSO Y PERALRA 2772,3,3128,3130,1002
1,CAPITAL,14N,VILLA CORNU,ESC MUNIC DR HORACIO GARCIA - PUBLICA S/N°V CORNU,9,3131,3139,2966
1,CAPITAL,14N,VILLA CORNU,IPEM 16 MA.SALEME DE BURNICHON - AL LADO ESC. H. GARCIA,7,3140,3146,2303
1,CAPITAL,14O,VILLA 9 DE JULIO,INSTITUTO LEON XIII - AV BODEREAU 7.850,16,3147,3162,5274
1,CAPITAL,14O,VILLA 9 DE JULIO,ESC MUNIC SAUL TABORDA - COQUENA (VILLA 9 DE JULIO) 7.985,6,3163,3168,1974
1,CAPITAL,14P,VILLA RIVERA INDARTE,ESC MUNIC DR JORGE ORGAZ - LAGUNA LARGA/R LUNA V R INDARTE,7,3169,3175,2353
1,CAPITAL,14P,VILLA RIVERA INDARTE,IPEM N° 17 - LAGUNA LARGA ESQ.RINCON DE LUNA,4,3176,3179,1344
1,CAPITAL,14Q,VILLA WARCALDE,INST. TEC. ISAAC NEWTON - MOLINO DE TORRES 6.635,4,3180,3183,1168
2,CALAMUCHITA,15,AMBOY,ESC PROV D VELEZ SARFIELD - AYLLU,1,3184,3184,240
2,CALAMUCHITA,15A,VILLA AMANCAY,ESC.PROV.R.SAENZ PEÑA - CALLE 6,2,3185,3186,505
2,CALAMUCHITA,16,ATHOS PAMPA,ESC PROV. M.BELGRANO - PUBLICA S/N,1,3187,3187,151
2,CALAMUCHITA,16A,VILLA LA MERCED,ESCUELA N° 404 - VILLA LA MERCED,1,3188,3188,34
2,CALAMUCHITA,16B,CHAMPAQUI,ESC.PROV. F.AMEGHINO - CHAMPAQUI,1,3189,3189,12
2,CALAMUCHITA,16C,VILLA BERNA,ESC. JOAQUIN V. GONZALEZ - PUBLICA,1,3190,3190,106
2,CALAMUCHITA,17,EMBALSE,IPEA Y T 347 - J LUIS DE CABRERA ESQ ACONCAGUA,12,3191,3202,4062
2,CALAMUCHITA,17,EMBALSE,ESCUELA B. ROLDAN - TUCUMAN 121,9,3203,3211,3042
2,CALAMUCHITA,18,LA CRUZ,ESC PROV DOMINGO F SARMIENTO - SARMIENTO 376,3,3212,3214,922
2,CALAMUCHITA,18,LA CRUZ,INST DR D VELEZ SARSFIELD - SARMIENTO 236,2,3215,3216,614
2,CALAMUCHITA,18A,LUTTI,ESC. PROV. L. LUGONES - PUBLICA,1,3217,3217,157
2,CALAMUCHITA,18B,CALERAS DE CALAMUCHITA,ESCUELA PROVINCIAL - CALERAS DE CALAMUCHITA,1,3218,3218,202
2,CALAMUCHITA,18C,VILLA CAÑADA DEL SAUCE,ESC.PROV. A.ALSINA - FRANCISCO CESAR,1,3219,3219,80
2,CALAMUCHITA,18D,VILLA QUILLINZO,ESC.PROV.PADRE FELIX ENRIQUE - VILLA QUILLINZO,1,3220,3220,160
2,CALAMUCHITA,19,LOS CONDORES,ESC. PROV. FRENCH Y BERUTTI - LOS CONDORES,5,3221,3225,1575
2,CALAMUCHITA,19,LOS CONDORES,COLEGIO SAGRADO CORAZON - AV DON BOSCO 101,4,3226,3229,1258
2,CALAMUCHITA,20,LOS REARTES,ESC PROV PEDRO B PALACIOS - MANUEL BELGRANO S/N,4,3230,3233,1328
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC.GRAL J. DE SAN MARTIN - VILLA GRAL.BELGRANO,9,3234,3242,3069
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,ESC. DE COM. D. DE ROJAS - VILLA GRAL.BELGRANO,8,3243,3250,2728
2,CALAMUCHITA,20A,VILLA GENERAL BELGRANO,COLEGIO ARGENTINO GERMANO - VILLA GRAL.BELGRANO,5,3251,3255,1704
2,CALAMUCHITA,20B,VI.CIUD.PQUE.LOS REARTES,ESC ELOY GOMEZ ANEXO (PRIMARIA - VILLA CIUDAD PQUE LOS REARTES,4,3256,3259,1095
2,CALAMUCHITA,21,LAS BAJADAS,ESC. DR. JUAN M. ALBARENQUE - PUBLICA,1,3260,3260,269
2,CALAMUCHITA,22,RIO DE LOS SAUCES,ESC. PROV. D.F. SARMIENTO - SARMIENTO,4,3261,3264,1109
2,CALAMUCHITA,23,VILLA YACANTO,ESC.PROV. FRENCH Y BERUTTI - CORDOBA,5,3265,3269,1443
2,CALAMUCHITA,24,RUMIPAL,ESC PROV PRIMERA JUNTA - AMADEO SABATTINI 143,8,3270,3277,2439
2,CALAMUCHITA,24A,VILLA DEL DIQUE,ESC.PROV.ALMIRANTE BROWN - SARMIENTO 279,10,3278,3287,3325
2,CALAMUCHITA,25,SAN AGUSTIN,ESC. PROV.GRAL. SAN MARTIN - SAN AGUSTIN,5,3288,3292,1705
2,CALAMUCHITA,25,SAN AGUSTIN,COLEGIO SAN JOSE - SAN AGUSTIN,4,3293,3296,1361
2,CALAMUCHITA,25A,CALMAYO,ESC.PROV.M.GUEMES - PUBLICA,1,3297,3297,126
2,CALAMUCHITA,25B,LOS MOLINOS,ESC PROV JUAN LARREA - PUBLICA S/N,1,3298,3298,301
2,CALAMUCHITA,26,SANTA ROSA,INST PARR SAN JUAN DIEGO - AV INT ANGEL LLANOS 320,10,3299,3308,3430
2,CALAMUCHITA,26,SANTA ROSA,PRIM-EL MUNDO DE LOS CHICOS - GUEMES 162,5,3309,3313,1712
2,CALAMUCHITA,26,SANTA ROSA,ESC. PROV.M. MORENO - SANTA ROSA,10,3314,3323,3420
2,CALAMUCHITA,26,SANTA ROSA,COLEGIO NAC. DR.D.V. SARSFIELD - SANTA ROSA,9,3324,3332,3078
2,CALAMUCHITA,26A,SEGUNDA USINA,ESCUELA N° 481 - SEGUNDA USINA,1,3333,3333,131
2,CALAMUCHITA,26B,SAN IGNACIO,ESC.PROV.DEAN FUNES - SAN IGNACIO,1,3334,3334,130
2,CALAMUCHITA,328A,LA CUMBRECITA,ESC BARTOLOME MITRE - PUBLICA S/N,3,3335,3337,762
3,COLON,27,ASCOCHINGA,ESCUELA DR. PABLO RUEDA - LA GRANJA,6,3338,3343,1880
3,COLON,27,ASCOCHINGA,ESC ING ALBERTO R MASCIAS - PUBLICA S/N,4,3344,3347,1252
3,COLON,28,CALERA,ESC ELADIO DIEZ - ALVEAR ESQ SARMIENTO,8,3348,3355,2736
3,COLON,28,CALERA,IPEM N° 73 - REP DE CHILE ESQ GRAL CABRERA,8,3356,3363,2736
3,COLON,28,CALERA,INSTITUTO D.F.SARMIENTO - CALERA,17,3364,3380,5814
3,COLON,28,CALERA,ESCUELA PROV.J.J.PASO-CENMA - CALERA,11,3381,3391,3762
3,COLON,28,CALERA,INSTITUTO JESUS MARIA - CALERA,7,3392,3398,2391
3,COLON,28A,CALERA CENTRAL,JARDIN IBARSABAL - RONDEAU 814,3,3399,3401,1026
3,COLON,28A,CALERA CENTRAL,ESC.TTE. J.R. IBARZABAL - CALERA CENTRAL,15,3402,3416,5130
