Seccion,SeccionNombre,Circuito,CircuitoNombre,Mesa,Establecimiento,Domicilio,TipoMesa,CantElectores,Secc-Circuito
1,Capital,11H,QUEBRADA LAS ROSAS,1963,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,336,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1964,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,337,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1965,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,336,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1966,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,334,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1967,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,336,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1968,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,336,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11H,QUEBRADA LAS ROSAS,1969,ESC REPUBLICA DE VENEZUELA,BOYERO  - 517,Mixto,336,1-11H Capital - QUEBRADA LAS ROSAS
1,Capital,11I,RESIDENCIAL SAN ROQUE,1970,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1971,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1972,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1973,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1974,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1975,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1976,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1977,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1978,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1979,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1980,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1981,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1982,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1983,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1984,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1985,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1986,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1987,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1988,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1989,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1990,ESC MAURO FERNANDEZ,AVIADOR ALBARRACIN 4227,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1991,J DE INF MAURO FERNANDEZ,GONZALEZ ALBARRACIN Y R ARIAS RSR,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1992,J DE INF MAURO FERNANDEZ,GONZALEZ ALBARRACIN Y R ARIAS RSR,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1993,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1994,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1995,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1996,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1997,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1998,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,1999,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,341,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2000,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2001,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2002,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ PEDRO ACUÑA,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2003,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2004,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2005,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2006,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,346,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2007,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2008,IPEM 129 HEROES DE MALVINAS,AV PETTIROSSI ESQ NOBILE 1050,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2009,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2010,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2011,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2012,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,345,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2013,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,347,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2014,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,343,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11I,RESIDENCIAL SAN ROQUE,2015,IPEM 321 BRIG JUAN M DE ROSAS,CAMILOTTI ESQ SANTIBAÑEZ 4300,Mixto,344,1-11I Capital - RESIDENCIAL SAN ROQUE
1,Capital,11J,SANTA ANA,2016,ESC ROMA,ECHEVERRIA 370,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2017,ESC ROMA,ECHEVERRIA 370,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2018,ESC ROMA,ECHEVERRIA 370,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2019,ESC ROMA,ECHEVERRIA 370,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2020,ESC ROMA,ECHEVERRIA 370,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2021,ESC ROMA,ECHEVERRIA 370,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2022,ESC ROMA,ECHEVERRIA 370,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2023,ESC ROMA,ECHEVERRIA 370,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2024,ESC ROMA,ECHEVERRIA 370,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2025,ESC ROMA,ECHEVERRIA 370,Mixto,342,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2026,ESC ROMA,ECHEVERRIA 370,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2027,ESC ROMA,ECHEVERRIA 370,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2028,ESC ROMA,ECHEVERRIA 370,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2029,ESC ROMA,ECHEVERRIA 370,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2030,ESC ROMA,ECHEVERRIA 370,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2031,ESC ROMA,ECHEVERRIA 370,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2032,ESC ROMA,ECHEVERRIA 370,Mixto,344,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2033,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,348,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2034,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2035,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,342,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2036,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,342,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2037,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2038,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2039,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2040,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2041,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2042,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2043,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2044,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,344,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2045,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2046,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,349,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2047,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,348,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2048,ESC LUTERANO CONCORDIA,SANTA ANA 2011,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2049,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2050,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,349,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2051,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,348,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2052,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2053,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2054,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2055,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2056,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,347,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2057,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,344,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2058,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,349,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2059,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2060,COLEGIO SAN JOSE,SOL DE MAYO 726,Mixto,343,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2061,ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,Mixto,344,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2062,ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2063,ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,Mixto,344,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2064,ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,Mixto,345,1-11J Capital - SANTA ANA
1,Capital,11J,SANTA ANA,2065,ESC GENERAL MOSCONI,ROBIN FERREYRA 2324,Mixto,346,1-11J Capital - SANTA ANA
1,Capital,11K,VILLA GRAL URQUIZA,2066,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,338,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2067,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2068,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2069,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2070,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,339,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2071,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,339,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2072,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2073,ESC EJERCITO ARGENTINO,LA RIOJA  - 3453,Mixto,344,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2074,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,339,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2075,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2076,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,343,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2077,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2078,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2079,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2080,ESC MUNIC E BAQUERO LASCANO,HUMBERTO 1° ESQ IROS,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2081,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2082,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2083,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,343,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2084,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,343,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2085,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,343,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2086,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2087,ESC MUNIC JUAN B JUSTO,INT RAMON B MESTRE       S/N,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2088,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,339,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2089,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,340,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2090,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2091,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,340,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2092,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,340,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2093,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2094,COL MADRE PAULA MONTAL,HUMBTO PRIMO Y FALUCHO,Mixto,340,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2095,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2096,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,Mixto,342,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2097,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,Mixto,341,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11K,VILLA GRAL URQUIZA,2098,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,Mixto,340,1-11K Capital - VILLA GRAL URQUIZA
1,Capital,11L,COUNTRYS DEL OESTE,2099,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,314,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2100,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,313,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2101,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,312,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2102,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,312,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2103,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,313,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2104,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,312,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2105,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,313,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2106,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,312,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11L,COUNTRYS DEL OESTE,2107,INST.MARIA DE NAZARET,LOS ALAMOS 1111,Mixto,311,1-11L Capital - COUNTRYS DEL OESTE
1,Capital,11M,VALLE ESCONDIDO,2108,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,347,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2109,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2110,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2111,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2112,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,345,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2113,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,344,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2114,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2115,ESC.S TURISMO Y HOT.M.PACHECO,AV.CARCANO 3590,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2116,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2117,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2118,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2119,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2120,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,346,1-11M Capital - VALLE ESCONDIDO
1,Capital,11M,VALLE ESCONDIDO,2121,INSTITUTO VILLADA,AV REPUBLICA DE CHINA S/N,Mixto,344,1-11M Capital - VALLE ESCONDIDO
